SKU,Articulo,Precio_Publico,Sucursal_Bodega,Stock_Actual
46506,BASE SLIM LINE P/TUBO LED Y FLUORESCENTE,26.72,Almacen Uno                                                 ,611
46406,"PLACA ABS DUPLEX, MARFIL",9.48,Almacen Uno                                                 ,611
47969INAC,PLACA BLANCA CONTATO DUPLEX 3 MODULOS. LISBOA*,55.17,Almacen Uno                                                 ,611
TAQU0033,"TAQUETE ARPON AA 1/2"" X 3 3/4""",15.22,Almacen Uno                                                 ,611
ARAC0008,ARANDELA ACERO INOXIDABLE PRESION 3/8*,3.65,Almacen Uno                                                 ,601
12500,"CINTA DE AISLAR DE 18 M X 19 MM, NEGRA, TRUPER",18.97,Almacen Uno                                                 ,598
ABUR0008,"ABRAZADERA U 1/4"" P/TUBO DE 3""*",67.4,Almacen Uno                                                 ,598
46545,PLACA DE ACERO INOXIDABLE DUPLX,25.86,Almacen Uno                                                 ,589
ZACC0011,"ZAPATA PONCH C/C 1B CAL. 2-1/4""*",31.29,Almacen Uno                                                 ,587
46524,ROCETA DE CERAMICA 4 1/2 VOLTECK*,19.83,Almacen Uno                                                 ,586
CAIT0012,REDUCCION 4X2 A 4X4*,18.23,Almacen Uno                                                 ,585
TAPO0002,"TAPON FS GALV 3/4""*",13.87,Almacen Uno                                                 ,585
CTZA0006,"CONECTOR ZAPA RECTO 1 1/2""¨*",39.96,Almacen Uno                                                 ,585
CTPV0001,"CONECTOR PVC T. PESADO 1/2""*",3.71,Almacen Uno                                                 ,579
CAPU0006,"CAPUCHON AMARILLO CAL 12-10""",1.19,Almacen Uno                                                 ,577
COSR0001,"COPLE CON TORNILLO 1/2""*",5.75,Almacen Uno                                                 ,575
CACO0025,CABLE CONTROL /INST 5X14  600V,103.79,Almacen Uno                                                 ,572
TERM14,TERMOCONTRACTIL TERMOFIL 600V 1/4 RISER,6,Almacen Uno                                                 ,570
CTBI0004,CONECTOR BIPARTIDO BIM CAL 1/0,139.02,Almacen Uno                                                 ,559
TOCC0007,TOPE CAÑON CORTO CAL. 1/0*,57.66,Almacen Uno                                                 ,559
ABUR0001,"ABRAZADERA U 1/4"" P/TUBO DE 1/2""*",8.84,Almacen Uno                                                 ,559
MR16SKC,"SOQUET MR16 CUADRADO""",12.92,Almacen Uno                                                 ,559
TOHE0006,"TORNILLO CAB HEXA 1/4"" X 2 1/2**",2.57,Almacen Uno                                                 ,559
COPV0005,"COPLE PVC T. PESADO 1 1/2""*",23.87,Almacen Uno                                                 ,559
CCUR0022,CABLE USO RUDO 3X12,57.42,Almacen Uno                                                 ,550
S00421,TUBO LED T8 20W 65K 100-265V CLARO 1.20M DCLITE,27.135,Almacen Uno                                                 ,550
ABUÑ0002IN,AB UÑA 3/4,4.41,Almacen Uno                                                 ,546
47840,PLACA ACERO 2 INTERRRUPTOR 1.5 LISBOA*,74.14,Almacen Uno                                                 ,546
CTHU0001,"CONECTOR HUB 1/2""*",53.21,Almacen Uno                                                 ,546
RACO0002,CAJA MET OCTYAGONAL KO 1/2 PROFUNDA 1-1/2 RACO,46.665,Almacen Uno                                                 ,540
TUFL0045,TUBO FLUORESCENTE 54W 6500K T5,64.5,Almacen Uno                                                 ,539
CTPV0003,"CONECTOR PVC T. PESADO 1""*",4.98,Almacen Uno                                                 ,536
TPVC0005,"TUBO PVC T. PESADO 1 1/2""*",22.41,Almacen Uno                                                 ,533
TULI0003IN,"TUBO LICUTITE 3/4""",66.44,Almacen Uno                                                 ,533
ZACC0018,"ZAPATA PONCH C/C 1B CAL. 2/0-1/2""*",49.88,Almacen Uno                                                 ,533
46430,"PLACA TIPO FS, DOBLE, DE SOBREPONER*",50.86,Almacen Uno                                                 ,533
46321,"CAJA CUADRADA 4X4"" REFORZADA VOLTEC*",20.69,Almacen Uno                                                 ,524
45551,"CODO 90 PPR, 1/2 MACHO-HEMBRA*",4.05,Almacen Uno                                                 ,520
45552,"CODO 90 PPR, 3/4 MACHO-HEMBRA*",6.9,Almacen Uno                                                 ,520
45556,"TUERCA UNION PPR, PLASTICA, 1/2*",10.78,Almacen Uno                                                 ,520
47958INAC,"PLACA BLANCA 1 APAGADOR 1.5 MODULOS, LISBOA",32.76,Almacen Uno                                                 ,520
TOCL0003,TOPE CAÑON LARGO CAL 8*,28.89,Almacen Uno                                                 ,520
CTLI0016,"CONECT CURVO LICUTITE 1/2""*",31.08,Almacen Uno                                                 ,520
CTWP0001,"CONECTOR WP 1/2""*",15.81,Almacen Uno                                                 ,520
CXLPDRS010,CABLE XLP DRS AL SUB (3+1) CAL 4,79.35,Almacen Uno                                                 ,520
TGSR0001,"TUB GALV SIN ROSCA 1/2""*",107.325,Almacen Uno                                                 ,516
47321,"METRO DE TUBO FLEXIBLE LIQUID TIGHT DE 1/2', VOLTECK",21.5518,Almacen Uno                                                 ,512
ROND0001,RONDANA CUASRADA DE 1/2 CHAROFIL*,63.28,Almacen Uno                                                 ,507
BTIC00003,TAPA 3 VENTANA ESN3,54.6516,Almacen Uno                                                 ,507
ARBR0003,"ARANDELA PLANA BRONCE  AL SILICIO 1/4""*",8.235,Almacen Uno                                                 ,507
FKSTRI12,PANEL LED SLIM 12W TRICOLOR*,200.95,Almacen Uno                                                 ,507
ABCL0002,"ABRAZADERA CLIP 3/4""*",7.03,Almacen Uno                                                 ,500
47322,"METRO DE TUBO FLEXIBLE LIQUID TIGHT DE 3/4', VOLTECK",26.9828,Almacen Uno                                                 ,500
46931,CONECTOR RECTO 3/4 PARA TUBO LIQUID TIGTH,32.34,Almacen Uno                                                 ,495
ZACC0021,"ZAPATA PONCH C/C 1B CAL. 3/0-1/2""*",59.85,Almacen Uno                                                 ,494
TOCC0005,TOPE CAÑON CORTO CAL 4*,29.57,Almacen Uno                                                 ,481
TOCC0008,TOPE CAÑON CORTO CAL. 2/0*,69.03,Almacen Uno                                                 ,481
SURT0002,"PORTALAMPARA DE CERAMICA""",13.83,Almacen Uno                                                 ,481
12521,"CINTA SELLA ROSCAS 3/4"" X 7 LARGO USO GENERAL*",7.33,Almacen Uno                                                 ,481
LEVI0029IN,APAGADOR SENCILLO 1P 15A 120V BLANCO 14512W,32.28,Almacen Uno                                                 ,481
WMO0009,MODULO 3 LED SMD3528 CALIDO,15.52,Almacen Uno                                                 ,481
TUBR0008,"TUERCA BRONCE  AL SILICIO 1/2""*",0,Almacen Uno                                                 ,468
49727,PISTON MAGNETICO PARA PUERTA /CAJON NEGRO*,13.36,Almacen Uno                                                 ,468
RAWE0003,TAPA ALUMINIO CONTACTO 40.3MM TR-0414 2T*,65.73,Almacen Uno                                                 ,468
40159INAC,20 TAQUETE 1/4 CON PIJA 8X1+ BROCA FIERO,42.24,Almacen Uno                                                 ,455
ABCL0004,"ABRAZADERA CLIP 1 1/4""*",13.42,Almacen Uno                                                 ,455
44271,"METRO DE CADENA GALVANIZADA DE 1/4', 35 M EN CUBETA, FIERO",62.07,Almacen Uno                                                 ,455
ZACL0003,"ZAPATA PONCH C/L 1B CAL. 4-1/4""*",28.5,Almacen Uno                                                 ,448
47721INAC,"CONTACTO DUPLEX, 2P 3H, 20A BLANCO*",30.17,Almacen Uno                                                 ,442
48311,"CONTACTO DUPLEX, 2P 3H MARFIL",16.38,Almacen Uno                                                 ,442
S00616,TUBO LED T8 36W 65K 100-265V CLARO 2.40M ACRILICO DCLITE,134.32,Almacen Uno                                                 ,440
46284,CANALETA CON ADHESIVO 10X20MM VOLTECK,36,Almacen Uno                                                 ,437
LEVI0029,APAGADOR SENCILLO 1P 15A 120V BLANCO 14512W,32.88,Almacen Uno                                                 ,431
COBI0004,CONECTOR BIPARTIDO BIM CAL 1/0*,177.43,Almacen Uno                                                 ,429
COBI0010,CONECTOR BIPARTIDO 250*,215.65,Almacen Uno                                                 ,429
ZACL0054,"ZAPATA PONCH C/L 2B CAL. 4-3/8""*",51.09,Almacen Uno                                                 ,429
TOCC0009,TOPE CAÑON CORTO CAL. 3/0*,82.29,Almacen Uno                                                 ,429
CTBI0010,CONECTOR BIPARTIDO BIM CAL 250,404.55,Almacen Uno                                                 ,429
REDU0001,"RED AL 3/4""-1/2""",11.35,Almacen Uno                                                 ,429
46202,CLAVIJA IND BLINDADO ATERRIZADO 2P+T,16.38,Almacen Uno                                                 ,427
CCUR0032,CABLE USO RUDO 4X10,182.88,Almacen Uno                                                 ,424
47733,"CONTACTO DUPLEX, 2P 3H, BLANCO*",16.38,Almacen Uno                                                 ,424
CDPV0003,"CODO PVC T. PESADO 1""*",9.35,Almacen Uno                                                 ,418
COPV0003,"COPLE PVC T. PESADO 1""*",5.28,Almacen Uno                                                 ,416
CDCR0001,"CODO CON ROSCA 1/2""*",40.1,Almacen Uno                                                 ,416
TUZA0006,"TUBO ZAPA 1 1/2""",110.72,Almacen Uno                                                 ,416
MG51KIT516,JUEGO TORNILLO TUERCA Y RONDANA 5/16 X 3/8*,3.5,Almacen Uno                                                 ,416
COBI0002,CONECTOR BIPARTIDO BIM CAL 4,82.5,Almacen Uno                                                 ,416
ZASA0009,"TERM OJO SIN AISLAR C/CORTO CAL. 6  3/8""*",10.79,Almacen Uno                                                 ,416
TOCC0010,TOPE CAÑON CORTO CAL. 4/0*,99.84,Almacen Uno                                                 ,416
ZACL0078,"ZAPATA PONCH C/L 2B CAL. 4/0-1/2""*",187.64,Almacen Uno                                                 ,416
UNNO0003,"N1372BL PLACA BCA 2 MODULOS""",44,Almacen Uno                                                 ,405
TOCL0010,TOPE CAÑON LARGO CAL 4/0*,143.09,Almacen Uno                                                 ,403
ARBR0010,"ARANDELA PLANA BRONCE  AL SILICIO 1/2""*",28.4,Almacen Uno                                                 ,403
COSR0003,"COPLE CON TORNILLO 1""*",9.92,Almacen Uno                                                 ,403
COPV0004,"COPLE PVC T. PESADO 1 1/4*""",17.27,Almacen Uno                                                 ,403
COWP0002,"COPLE WP 3/4""*",19.7,Almacen Uno                                                 ,400
3522,TAPON AUDITIVO NARANJA,9.91,Almacen Uno                                                 ,400
3M0014,"CINTA DE TELA Y HULE TENFLEX 1755 3/4""X60"", 0.19MMX18M 3M",189.53,Almacen Uno                                                 ,400
46205,CALVIJA PLASTICA ATERRIZADA 2P+T°*,18.97,Almacen Uno                                                 ,393
45263,"CODO 90 PPR REDUCIDO, 3/4 X 1/2*",8.19,Almacen Uno                                                 ,390
42002,PISTON A GAS CON CAPACIDAD DE 60N/6KG*,33.62,Almacen Uno                                                 ,390
49911,"GUARDACABOS PARA CABLE 1/4""",39.66,Almacen Uno                                                 ,390
REDU0005,"RED AL 1 1/4""-3/4""",33.28,Almacen Uno                                                 ,390
TAQU0002,"TAQUETE EXPANSOR Z 1/4""",8.45,Almacen Uno                                                 ,390
CTZA0005,"CONECTOR ZAPA RECTO 1 1/4""*",32.25,Almacen Uno                                                 ,390
TUBR0007,"TUERCA BRONCE AL SILICIO 3/8""*",9.11,Almacen Uno                                                 ,390
ABOM0005,"AB OMEGA 1 1/2""*",11.29,Almacen Uno                                                 ,390
ABUÑ0006,"AB UÑA 2""*",17.42,Almacen Uno                                                 ,390
ABPE0006,"ABRAZADERA TIPO PERA 2""*",11.61,Almacen Uno                                                 ,390
SURT0004,"BASE PARA LAMPARA T8 2PIN V CON CABLE""",21,Almacen Uno                                                 ,390
SOQU0002,SOQUET BASE CHUPON T8 LED,8.6,Almacen Uno                                                 ,390
TAFS0006,TAPA DUPLEX DI23 1 BARRENO*,30.66,Almacen Uno                                                 ,390
CTPV0004,"CONECTOR PVC T. PESADO 1 1/4""*",26.45,Almacen Uno                                                 ,390
46316,BATERIA AAA,39.66,Almacen Uno                                                 ,390
CTHU0004,"CONECTOR HUB 1 1/4""**",102.56,Almacen Uno                                                 ,390
LEVI0006,TAPA BAQ 2X4 P/CONTACTO DOBLE MARFIL LEVITON,12.05,Almacen Uno                                                 ,390
ABPA0002,"ABRAZADERA PATA CABRA 3/4"" PCT-34",34.1,Almacen Uno                                                 ,390
47341,"CONECTOR RECTO 3/4' PARA TUBO FLEXIBLE METÁLICO, VOLTECK",10.34,Almacen Uno                                                 ,390
COBI0013,CONECTOR BIPARTIDO 500*,165.23,Almacen Uno                                                 ,377
HC01,ANGULO UNICANAL,32.57,Almacen Uno                                                 ,377
CDSR0002,"CODO SIN ROSCA  3/4""*",32.6,Almacen Uno                                                 ,377
FKSTRI18,PANEL LED SLIM 18W TRICOLOR*,260.7,Almacen Uno                                                 ,377
TOCC0004,TOPE CAÑON CORTO CAL. 6*,27.71,Almacen Uno                                                 ,377
CTBI0013,CONECTOR BIPARTIDO BIM CAL 500,793.23,Almacen Uno                                                 ,377
ABPE0005,"ABRAZADERA TIPO PERA 1  1/2""*",9.93,Almacen Uno                                                 ,377
CTZA0004,"CONECTOR ZAPA RECTO 1""*",23.09,Almacen Uno                                                 ,377
CTZA0016,"CONECTOR ZAPA CURVO 1/2""*",24.75,Almacen Uno                                                 ,377
CONT0009,"CONTRATUERCA 4""*",79.65,Almacen Uno                                                 ,377
46100,"CONTACTO DUPLEX 2P 3H, 20A MARFIL",30.17,Almacen Uno                                                 ,377
CTWP0003,"CONECTOR WP 1""*",36.83,Almacen Uno                                                 ,372
